budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
150000000,"Action, Adventure, Science Fiction",1858,en,25.47,"Amblin Entertainment, Di Bonaventura Pictures, DreamWorks SKG, Hasbro Studios, Paramount Pictures, Platinum Dunes, Revolution Sun Studios, SprocketHeads, thinkfilm",2007-06-27,709709780,144,Released,Their war. Our world.,Transformers,6.6,4040
210000000,"Action, Adventure, Science Fiction",91314,en,116.84,"Amblin Entertainment, China Movie Channel, Di Bonaventura Pictures, Hasbro Studios, Ian Bryce Productions, Paramount Pictures, Platinum Dunes, Revolution Sun Studios",2014-06-25,1091405097,165,Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095
195000000,"Action, Adventure, Science Fiction",38356,en,28.53,"Di Bonaventura Pictures, Hasbro Studios, Indochina Productions, Paramount Pictures",2011-06-28,1123746996,154,Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299
150000000,"Action, Adventure, Science Fiction",8373,en,21.94,"Amblin Entertainment, Di Bonaventura Pictures, DreamWorks SKG, Hasbro Studios, Paramount Pictures, Platinum Dunes, Revolution Sun Studios",2009-06-19,836297228,150,Released,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138
32000000,"Action, Crime, Thriller",9335,en,47.56,"Canal Plus, Current Entertainment, EuropaCorp, Revolution Sun Studios, TF 1 Film Productions, TPS Star, Twentieth Century Fox Film Corporation",2005-08-02,85167639,87,Released,The Best In The Business Is Back In The Game.,Transporter 2,6.2,1061
15000000,"Crime, Mystery, Thriller",6687,en,11.43,"Canal+ España, Castelao Producciones, Filmax Group, Filmax International, Future Films, Lietuvos Kinostudija, Scout Productions, Telecinco Cinema, Universum Film (UFA)",2008-01-18,5926410,111,Released,You can't escape your lies.,Transsiberian,6.5,195
4000000,Drama,40494,en,1.38,Joanna Productions,1956-05-30,14400000,105,Released,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!",Trapeze,6.4,22
0,"Adventure, Crime, Drama, Thriller",206563,pt,14.64,"O2 Filmes, PeaPie Films, Working Title Films",2014-10-09,0,112,Released,You never know what you might find,Trash,7.1,242
0,"Adventure, Drama, Foreign",37232,en,0.75,Prayer Flag Pictures,2003-09-09,0,108,Released,The bitter and the sweet of temporary things.,Travellers and Magicians,6.8,9
625000,Drama,138976,en,0.28,Unknown,2013-05-16,0,68,Released,Deep roots... Deeper Secrets,Treachery,4.8,5
4700000,"Comedy, Drama",166624,en,0.22,"Mecanismo Films, Redrum, Rhombus Media",2013-09-13,0,92,Released,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,Treading Water,5.6,6
140000000,"Adventure, Animation, Family, Fantasy, Science Fiction",9016,en,38.92,"Walt Disney Feature Animation, Walt Disney Pictures",2002-11-26,109578115,95,Released,Find your place in the universe.,Treasure Planet,7.2,948
0,"Comedy, Drama",27845,en,3.44,Unknown,1996-10-11,0,95,Released,,Trees Lounge,6.7,51
0,Documentary,15800,en,2.78,Unknown,1997-10-18,0,86,Released,,Trekkies,6.3,22
11000000,"Action, Horror",9362,en,32.58,"No Frills Film Production, Universal Pictures",1990-01-19,48572000,96,Released,The monster movie that breaks new ground.,Tremors,6.6,864
12000000,Horror,26466,en,25.5,"Dan Films, Framestore, Icon Entertainment International, Pacific Film and Television Commission, Pictures in Paradise, Triangle Films, UK Film Council",2009-10-16,0,99,Released,A Passage to Hell,Triangle,6.9,612
20000000,"Action, Thriller",146198,en,29.37,"Anonymous Content, MadRiver Pictures, Sierra Pictures, Surefire Capital, Worldview Entertainment",2016-02-19,12639297,115,Released,The Code on the Street is Never Black & White,Triple 9,5.6,797
0,"Comedy, Romance",53862,en,0.19,Beacon Communications,1999-05-12,9016377,94,Released,He's a legend in his own mind.,Trippin',4.5,4
3500000,"Fantasy, Horror",46146,nb,12.98,"Film Fund FUZZ, Filmkameratene A/S, SF Norge A/S",2010-10-29,4159678,103,Released,You believe it when you see it!,Troll Hunter,6.7,583
0,"Adventure, Comedy, Family",22102,en,3.46,"Columbia Pictures, Weintraub Entertainment Group",1989-03-22,0,105,Released,"When the going gets tough, the tough go shopping!",Troop Beverly Hills,5.6,56
92000000,"Action, Comedy",7446,en,43.19,"DreamWorks SKG, Goldcrest Pictures, Internationale Filmproduktion Stella-del-Sud Second, Red Hour Films",2008-08-09,188072649,107,Released,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667
0,"Drama, Romance",87825,en,18.59,"Malpaso Productions, Warner Bros.",2012-09-21,0,111,Released,Whatever Life Throws at You,Trouble with the Curve,6.6,366
175000000,"Adventure, Drama, War",652,en,66.8,"Helena Productions, Latina Pictures, Nimar Studios, Plan B Entertainment, Radiant Productions, Warner Bros.",2004-05-13,497409852,163,Released,For passion. For honor. For destiny. For victory. For love.,Troy,6.9,2759
2000000,Drama,29406,en,1.2,"Hanson Allen Films, Hart-Lunsford Pictures, Plum Pictures",2008-04-24,0,90,Released,Some Things in life you can't leave behind,Trucker,6.8,16
38000000,"Adventure, Drama, Western",44264,en,49.29,"Mike Zoss Productions, Paramount Pictures, Scott Rudin Productions, Skydance Productions",2010-12-22,252276927,110,Released,Punishment Comes One Way or Another.,True Grit,7.2,1668
115000000,"Action, Thriller",36955,en,38.73,"Lightstorm Entertainment, Twentieth Century Fox Film Corporation",1994-07-14,378882411,141,Released,"When he said I do, he never said what he did.",True Lies,6.8,1116
12500000,"Action, Crime, Romance, Thriller",319,en,35.27,"August Entertainment, Davis-Films, Morgan Creek Productions, Warner Bros.",1993-09-09,12281551,120,Released,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,7.5,749
9500000,"Crime, Drama, Thriller",44945,en,21.23,"Dark Harbor Stories, Millennium Films, Nu Image Films",2010-09-10,120000,104,Released,"What took her family years to build, a stranger stole in an instant.",Trust,6.6,307
9000000,"Comedy, Drama, Romance",14057,en,5.25,Trust the Man LLC,2005-09-01,0,103,Released,Men play the game. Women know the score.,Trust the Man,5.5,29
0,"Horror, Mystery, Thriller",101179,en,6.68,Corona Pictures,2012-08-05,0,95,Released,Truth or Die,Truth or Dare,5.7,117
3000000,"Crime, Drama",868,af,2.5,"Industrial Development Corporation of South Africa, Movieworld Productions, National Film & Video Foundation of South Africa, UK Film & TV Production Company",2005-08-18,9879971,94,Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
0,"Drama, Family, Fantasy, Romance, Science Fiction",13768,en,4.12,Walt Disney Pictures,2002-10-11,0,90,Released,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,128
5000000,"Comedy, Horror",46838,en,19.94,Eden Rock Media,2010-01-22,5476793,89,Released,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,847
312000,"Comedy, Drama",55123,en,1.51,Fine Line Features,1999-11-28,1281176,102,Released,They ran away from everything but each other.,Tumbleweeds,6.2,11
300000,"Documentary, Music",21525,en,1.31,"MTV Films, Paramount Pictures",2003-01-23,7808524,112,Released,In his own words,Tupac: Resurrection,8.0,26
135000000,"Animation, Family",77950,en,44.77,DreamWorks Animation,2013-07-11,282570682,96,Released,SLO NO MO,Turbo,6.1,1074
55000000,"Action, Crime, Thriller",34314,en,4.7,"Metro-Goldwyn-Mayer (MGM), Rysher Entertainment",1997-01-09,11466088,100,Released,"If you weren't afraid of flying before, you will be now.",Turbulence,5.2,62
2800000,"Comedy, Horror",246403,en,15.75,"A24, Demarest Films, Phase 4 Films, SModcast Pictures",2014-09-19,1826705,102,Released,Let me tell you a story...,Tusk,5.1,366
37000000,"Adventure, Drama, Fantasy, Romance",8966,en,127.08,"Goldcrest Pictures, Imprint Entertainment, Maverick Films, Summit Entertainment, Temple Hill Entertainment, Twilight Productions",2008-11-20,392616625,122,Released,"When you can live forever, what do you live for?",Twilight,5.8,3561
10000000,"Drama, Fantasy, Horror, Science Fiction, Thriller",15301,en,12.9,Warner Bros.,1983-06-24,29450919,101,Released,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",Twilight Zone: The Movie,6.2,161
0,"Drama, Romance",33430,en,0.62,Unknown,1999-07-30,0,111,Released,A different kind of love story.,Twin Falls Idaho,7.0,11
15000000,Comedy,9493,en,17.64,Universal Pictures,1988-12-09,216614388,107,Released,Only their mother can tell them apart.,Twins,5.7,559
92000000,"Action, Adventure, Drama",664,en,32.08,"Amblin Entertainment, Constant c Productions, Universal Pictures, Warner Bros.",1996-05-10,494471524,113,Released,The Dark Side of Nature.,Twister,6.1,950
7000000,"Horror, Thriller",78381,en,5.06,American Zoetrope,2011-09-10,0,84,Released,"Between the living and the dead, eviil is waiting.",Twixt,5.0,85
74500000,"Adventure, Drama, Family",1997,en,8.88,"Canal+, Pathe, Pathé Renn Productions, TF1 Films Production, Two Brothers Productions",2004-04-07,62172050,109,Released,"Two infant tiger cubs, separated from their parents and each other.",Two Brothers,6.9,180
6000000,"Comedy, Romance",25462,en,2.27,Screen Gems,2001-09-07,0,90,Released,,Two Can Play That Game,6.6,17
9000000,"Horror, Thriller",29514,en,8.22,Unknown,1990-01-25,0,120,Released,When I wake you... you'll be dead,Two Evil Eyes,6.0,35
1000000,"Drama, Romance",32456,en,4.87,Fox Searchlight Pictures,1997-09-07,2057193,84,Released,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,5.4,24
12000000,"Drama, Romance",10362,en,8.29,"2929 Productions, Tempesta Films, Wild Bunch",2008-11-19,3148182,110,Released,,Two Lovers,6.6,154
0,"Drama, Romance",325373,en,3.14,Unknown,2016-10-02,0,96,Released,,Two Lovers and a Bear,6.8,27
60000000,"Comedy, Romance",2642,en,24.15,"Castle Rock Entertainment, Fortis Films, NPV Entertainment, Village Roadshow Pictures",2002-12-19,93354918,101,Released,Over. Done. Finished. A comedy about love at last glance.,Two Weeks Notice,5.9,487
0,"Action, Drama, Romance",56930,en,0.04,RKO Radio Pictures,1947-12-27,0,128,Released,Breath-taking Adventure !,Tycoon,6.6,4
62000000,"Action, Drama, Thriller, War",3536,en,18.1,"Canal Plus, Dino De Laurentiis Company, Universal Pictures",2000-04-20,127666415,116,Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,6.1,340
2500000,"Action, Adventure, Science Fiction",146631,en,8.25,"Hawthorn Productions, Hawthorne Productions",2012-12-14,0,101,Released,Try to remain calm,U.F.O.,3.1,47
15000000,"Documentary, Music",37003,en,0.34,"3ality Digital Entertainment, National Geographic Entertainment",2007-05-19,22730842,85,Released,Hear See Experience,U2 3D,6.7,10
5000000,Comedy,11959,en,4.07,"Cinecorp, Orion Pictures",1989-07-21,0,97,Released,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,6.7,89
0,Drama,55306,en,0.93,"Clinica Estetico, Nunez-Gowan",1997-06-13,0,112,Released,,Ulee's Gold,6.5,19
0,"Animation, Science Fiction",52010,en,3.89,"Codex Pictures, Good Story Productions, POP6",2010-12-10,0,76,Released,In the grim darkness of the far future there is only war,"Ultramarines: A Warhammer 40,000 Movie",5.2,27
30000000,"Action, Science Fiction, Thriller",9920,en,15.9,"Screen Gems, Ultravi Productions",2006-03-03,31070211,87,Released,The blood war is on.,Ultraviolet,4.8,458
26000000,"Comedy, Family",18147,en,10.01,Unknown,2006-12-08,0,90,Released,"No plane, no parents, no problem!",Unaccompanied Minors,5.4,66
75000000,"Drama, Science Fiction, Thriller",9741,en,42.01,"Barry Mendel Productions, Blinding Edge Pictures, Limited Edition Productions Inc., Touchstone Pictures",2000-11-13,248118121,106,Released,Some things are only revealed by accident.,Unbreakable,6.9,1946
65000000,"Drama, War",227306,en,43.06,"3 Arts Entertainment, Jolie Pas, Legendary Pictures",2014-12-25,163442937,137,Released,Survival. Resilience. Redemption.,Unbroken,7.3,1400
60000000,"Action, Thriller",3512,en,13.08,"Cutting Edge Films, Regency Enterprises, Seagal/Nasso Productions, Victor Company of Japan (JVC), Warner Bros.",1995-07-13,104324083,100,Released,Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,5.6,210
20000000,Comedy,47941,en,0.17,Unknown,1981-07-31,2297493,98,Released,Who knew so many little people would throw such a huge party?,Under the Rainbow,4.9,7
0,Drama,32579,es,2.76,"Creando Films, Fidecine, Potomac Pictures, The Weinstein Company",2008-03-20,23311391,106,Released,The love between a mother and a son knows no Boundraries.,Under the Same Moon,7.0,28
13300000,"Drama, Science Fiction, Thriller",97370,en,29.78,"A24, British Film Institute, Creative Scotland, Film4, FilmNation Entertainment, JW Films, Nick Wechsler Productions, Scottish Screen, Silver Reel, UK Film Council",2014-03-14,5380251,108,Released,A mysterious seductress preys upon the population of Scotland,Under the Skin,6.0,1102
0,"Comedy, Drama, Romance",10934,en,12.31,"Blue Gardenia Productions, Tatiale Films, Timnick Films, Touchstone Pictures",2003-04-30,0,113,Released,Life offers you a thousand chances ... all you have to do is take one.,Under the Tuscan Sun,6.4,172
0,"Action, Comedy",19803,en,2.08,Miramax Films,2005-09-02,0,95,Released,,Underclassman,5.5,28
25000000,"Action, Comedy",12277,en,6.09,Universal Pictures,2002-05-31,41604473,86,Released,He's All Action,Undercover Brother,5.5,112
22000000,"Adventure, Animation, Romance",153158,es,14.87,"100 Bares, 369 Productions, Catmandu Branded Entertainment, Instituto de Crédito Oficial (ICO), JEMPSA, Ministerio de Cultura, Plural - Jempsa, Prana Animation Studios, Televisión Federal (Telefe)",2013-07-18,24000000,106,Released,There's only one team this summer.,Underdogs,6.0,122
22000000,"Action, Fantasy, Thriller",277,en,81.83,"Lakeshore Entertainment, Laurinfilm, Subterranean Productions LLC, Subterranean Productions UK Ltd., Underworld Produktions GmbH",2003-09-19,95708457,121,Released,Underworld,Underworld,6.6,2512
70000000,"Action, Fantasy, Horror",52520,en,58.4,"Lakeshore Entertainment, Saturn Films, Screen Gems, Sketch Films, UW4 Productions",2012-01-19,160112671,88,Released,Vengeance Returns,Underworld: Awakening,6.1,1862
50000000,"Action, Fantasy, Science Fiction, Thriller",834,en,49.02,"Lakeshore Entertainment, Screen Gems",2006-01-12,111340801,106,Released,"My God. Brother, what have you done?",Underworld: Evolution,6.4,1528
35000000,"Action, Adventure, Fantasy, Science Fiction, Thriller",12437,en,51.93,"Lakeshore Entertainment, Screen Gems, Sketch Films, UW3 Film Productions",2009-01-22,91353501,92,Released,Every war has a beginning.,Underworld: Rise of the Lycans,6.2,1428
9000000,"Comedy, Romance",17926,en,2.01,"Cinerenta Medienbeteiligungs KG, Intermedia Films, Lakeshore Entertainment",2005-08-26,1046166,97,Released,They Know Each Other By Heart.,Undiscovered,4.5,12
20000000,"Action, Adventure, Drama, Thriller",15070,en,17.23,"Amen Ra Films, Miramax Films",2002-08-23,12398628,96,Released,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1,139
50000000,"Drama, Thriller",2251,en,14.38,"Epsilon Motion Pictures, Fox 2000 Pictures, Regency Enterprises, Unfaithful Filmproduktion GmbH & Co. KG",2002-05-10,119137784,124,Released,Where do you go when you've gone too far?,Unfaithful,6.3,276
35000000,Comedy,239573,en,16.83,"Escape Artists, New Regency Pictures, Regency Enterprises, Studio Babelsberg",2015-03-05,14431253,91,Released,Best business trip ever.,Unfinished Business,5.0,320
14000000,Western,33,en,37.38,"Malpaso Productions, Warner Bros.",1992-08-07,159157447,131,Released,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,7.7,1113
1000000,"Horror, Thriller",277685,en,41.97,"Bazelevs Production, Blumhouse Productions",2015-04-17,62882090,82,Released,"Online, your memories last forever. But so do your mistakes.",Unfriended,5.5,1047
15000000,"Action, Crime, Drama, History, Thriller",9829,en,17.5,"Sidney Kimmel Entertainment, StudioCanal, Universal Pictures, Working Title Films",2006-04-28,76286096,111,Released,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",United 93,6.9,367
27000000,Drama,271331,en,6.04,"Leuviah Films, Thelma Films",2014-06-19,0,110,Released,Every dream has it's own rules,United Passions,3.0,16
45000000,"Action, Science Fiction",10366,en,14.57,"Baumgarten-Prophet Entertainment, TriStar Pictures",1999-08-05,10667893,82,Released,Prepare to become obsolete,Universal Soldier: The Return,4.2,135
30000000,"Action, Mystery, Thriller",48138,en,38.64,"Canal+, Dark Castle Entertainment, Horticus UK, Panda Productions Inc., Studio Babelsberg, StudioCanal, TF1 Films Production",2011-02-16,130786397,113,Released,Take Back Your Life,Unknown,6.5,1265
45000000,"Action, Crime",10027,en,26.0,"Canal Plus, Clubdeal, Current Entertainment, Danny the Dog Prods Ltd., EuropaCorp, Qian Yian International, TF1 Films Production",2005-02-02,50871113,103,Released,Serve No Master,Unleashed,6.6,518
0,"Action, Horror, Thriller",356483,en,0.69,August Heart Entertainment,2015-10-16,0,89,Released,Some things were never meant to be.,Unnatural,4.3,12
100000000,"Action, Thriller",44048,en,37.7,"Firm Films, Millbrook Farm Productions, Prospect Park, Scott Free Productions, Twentieth Century Fox Film Corporation",2010-11-04,167805466,98,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,6.3,1165
0,"Action, Horror, Thriller",323271,en,0.06,Unknown,2015-08-28,0,93,Released,The Hunt Is On,Unsullied,3.0,1
35000000,Drama,8090,en,12.68,"Cohen/Pearl Productions, Lakeshore Entertainment, Screen Gems",2008-01-22,32483410,101,Released,A cyber killer has finally found the perfect accomplice: You.,Untraceable,5.9,238
175000000,"Adventure, Animation, Comedy, Family",14160,en,92.2,Pixar Animation Studios,2009-05-13,735099082,96,Released,,Up,7.7,6870
60000000,"Drama, Romance",9302,en,4.8,"Cinergi Pictures Entertainment, Touchstone Pictures",1996-03-01,0,119,Released,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,5.9,50
25000000,"Drama, Romance",22947,en,33.7,"Cold Spring Pictures, DW Studios, Montecito Picture Company, The, Paramount Pictures, Rickshaw Productions, Right of Way Films",2009-09-05,163670000,109,Released,The story of a man ready to make a connection.,Up in the Air,6.7,1205
14000000,"Horror, Thriller",9877,en,12.16,"Canal+ Droits Audiovisuels, Original Film, Phoenix Pictures, TriStar Pictures",1998-09-25,72527595,99,Released,It Happened To Someone Who Knows Someone You Know... You're Next.,Urban Legend,5.6,290
14000000,Horror,12212,en,8.89,"Canal+ Droits Audiovisuels, Original Film, Phoenix Pictures",2000-09-19,38574362,97,Released,Legends Never Die.,Urban Legends: Final Cut,4.4,100
0,"Drama, Romance",77332,en,0.07,Unknown,2000-01-24,0,103,Released,Heard any good stories lately?,Urbania,5.2,10
54000000,"Action, Fantasy, Thriller",752,en,84.63,"Anarchos Productions, DC Comics, Fünfte Babelsberg Film, Medienboard Berlin-Brandenburg, Silver Pictures, Studio Babelsberg, Virtual Studios, Warner Bros.",2006-03-15,132511035,132,Released,People should not be afraid of their governments. Governments should be afraid of their people.,V for Vendetta,7.7,4442
0,"Comedy, Romance",260778,ta,0.32,"Nic Arts, Simbu Cine Arts",2015-08-14,0,155,Released,Life is what u make it,Vaalu,6.7,5
31000000,Comedy,296099,en,47.75,"BenderSpink, David Dobkin Productions, New Line Cinema",2015-07-28,104384188,99,Released,What could go wrong?,Vacation,6.2,1195
0,"Horror, Thriller",10984,en,5.9,"NPV Entertainment, Village Roadshow Pictures, Warner Bros.",2001-02-01,0,96,Released,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,Valentine,5.0,114
52000000,"Comedy, Romance",32856,en,25.42,"Karz Entertainment, New Line Cinema, Rice Films",2010-02-10,216485654,125,Released,A Love Story. More or Less.,Valentine's Day,5.7,1013
35000000,"Adventure, Animation, Family",14175,en,14.05,"Scanbox, Vanguard Films",2005-03-25,19478106,76,Released,"Some pigeons eat crumbs, others make history.",Valiant,5.2,235
75000000,"Drama, History, Thriller, War",2253,en,38.83,"Achte Babelsberg Film, Bad Hat Harry Productions, Metro-Goldwyn-Mayer (MGM), United Artists",2008-12-25,200276000,121,Released,Many saw evil. They dared to stop it.,Valkyrie,6.7,1173
0,Drama,116584,en,0.14,Unknown,2006-04-24,0,100,Released,The roar of the mob drowned out the truth.,Valley of the Heart's Delight,7.0,1
10000000,"Action, Adventure, Drama",11818,tr,1.47,Pana Film,2006-02-03,0,122,Released,Some Men Are Born to be Heroes,Valley of the Wolves: Iraq,4.3,7
14000000,"Comedy, Horror, Romance",12158,en,6.77,Paramount Pictures,1995-10-27,19800000,100,Released,A comic tale of horror and seduction.,Vampire in Brooklyn,4.5,111
20000000,"Action, Drama, Fantasy, Horror, Thriller",9945,en,17.02,"Columbia Pictures, Film Office, JVC Entertainment Networks, Largo Entertainment, Spooky Tooth Productions, Storm King Productions",1998-04-15,0,108,Released,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255
20000000,"Comedy, Horror",40264,en,17.17,"Regency Enterprises, Road Rebel",2010-08-18,80547866,82,Released,Some sagas just won't die.,Vampires Suck,4.2,315
16000000,"Comedy, Horror, Romance",73935,en,7.25,"Lucky Monkey Pictures, Red Hour Films",2012-08-25,0,93,Released,Dating Sucks,Vamps,4.8,91
68000000,"Drama, Mystery, Romance, Science Fiction, Thriller",1903,en,27.3,"Cruise-Wagner Productions, Paramount Pictures, Vinyl Films",2001-12-10,203388341,136,Released,"Forget everything you know, and open your eyes.",Vanilla Sky,6.5,1078
23000000,"Drama, Romance",11632,en,6.62,"Alliance Films, Focus Features",2004-09-01,16123851,141,Released,"On September 1st, a heroine will rise.",Vanity Fair,5.5,73
40000000,"Action, Crime, Drama, Thriller",7461,en,24.86,"Art In Motion, Columbia Pictures, Kanzaman, Original Film, Relativity Media",2008-02-01,151161491,90,Released,"8 Strangers, 8 points of view.  1 Truth.",Vantage Point,6.2,716
0,"Comedy, Drama, Romance",14709,en,9.23,"MTV Films, Paramount Pictures",1999-01-15,0,106,Released,It takes a hero to know what's worth winning.,Varsity Blues,6.0,122
7000000,"Drama, Romance",4251,hi,3.72,Yash Raj Films,2004-11-12,29385320,192,Released,A Love Legend,Veer-Zaara,7.4,64
0,"Adventure, Animation, Comedy, Family, Science Fiction",15511,en,1.8,"Arc Productions, Big Idea Productions, Starz Animation",2008-01-11,0,85,Released,,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
0,"Drama, Music",1808,en,10.93,"Channel Four Films, Goldwyn Films, Killer Films, Miramax, Newmarket Capital Group, Single Cell Pictures, Zenith Entertainment",1998-10-23,1053788,119,Released,Style matters. Even when it comes to murder.,Velvet Goldmine,6.9,116
11000000,"Crime, Drama",11109,en,4.13,"Film Council Premiere Fund, Ingenious Film Partners, Inside Track 1, Inside Track Productions, Les Films Alain Sarde, National Lottery through UK Film Council, Thin Man Films, UK Film Council, Untitled 03",2004-10-22,0,125,Released,Wife. Mother. Criminal.,Vera Drake,6.8,80
17000000,"Crime, Drama, Thriller",10629,en,9.58,"Jerry Bruckheimer Films, Touchstone Pictures",2003-07-11,1569918,98,Released,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,6.8,59
9000000,"Drama, Romance",25968,en,4.8,"Dash Films, Future Films, Muse Productions, PalmStar Media, Velvet Steamroller Entertainment",2009-05-16,0,103,Released,"For Veronika, confronting death... is discovering life.",Veronika Decides to Die,5.8,75
75000000,"Action, Adventure, Thriller",11678,en,13.32,"Columbia Pictures Corporation, Global Entertainment Productions GmbH & Company Medien KG",2000-12-08,215663859,124,Released,The Mountain Will Decide.,Vertical Limit,5.9,283
30000000,"Comedy, Crime, Thriller",10029,en,5.67,"Ballpark Productions Partnership, Initial Entertainment Group (IEG), Interscope Communications, VBT Productions",1998-09-11,9898412,100,Released,They've been bad. Very bad.,Very Bad Things,6.2,179
0,"Horror, Science Fiction",211557,en,0.32,Baker's Dozen Productions,2012-10-28,0,14,Released,,Vessel,5.9,8
15000000,"Drama, Romance",5038,en,32.76,"Antena 3 Films, Antena 3 Televisión, Gravier Productions, Mediapro, Televisió de Catalunya (TV3), The Weinstein Company",2008-08-15,96408652,96,Released,Life is the ultimate work of art,Vicky Cristina Barcelona,6.7,1020
40000000,"Drama, Science Fiction, Thriller",228066,en,24.82,"Davis Entertainment, Moving Picture Company (MPC), TSG Entertainment, Twentieth Century Fox Film Corporation",2015-11-10,34227298,109,Released,Discover the origin of the monster and his creation.,Victor Frankenstein,5.6,685
5952000,"Horror, Mystery, Science Fiction",837,en,18.12,"Famous Players Ltd, Filmplan International II, Guardian Trust Company, Universal Pictures",1983-02-04,2120439,87,Released,First it controls your mind. Then it destroys your body.,Videodrome,7.1,454
38000000,"Action, Adventure, Comedy, Romance",14324,en,6.76,"Carthago Films S.a.r.l., Dino De Laurentiis Company, Dino de Laurentiis Cinematografica, Ingenious Film Partners, Red Lion Sarl, Zephyr Films",2007-12-17,5410749,93,Released,Anything Can Happen When You're In ... Virgin Territory,Virgin Territory,4.3,75
30000000,"Action, Crime, Science Fiction, Thriller",9271,en,5.3,Paramount Pictures,1995-08-04,24048000,106,Released,Justice needs a new program.,Virtuosity,5.4,163
90000000,"Action, Drama, Science Fiction, Thriller",10357,en,19.84,Twentieth Century Fox Film Corporation,1997-04-25,0,104,Released,The coast is toast,Volcano,5.2,376
12899867,"Comedy, Drama, Romance",219,es,19.75,El Deseo,2006-03-16,85582407,121,Released,Return.,Volver,7.3,406
25100000,"Drama, History",10523,en,10.45,"Emperor Motion Pictures, Global Entertainment Group, Ixtlan Productions",2008-10-17,29506464,131,Released,A life misunderestimated.,W.,6.1,143
180000000,"Animation, Family",10681,en,66.39,"FortyFour Studios, Pixar Animation Studios, Walt Disney Pictures",2008-06-22,521311860,98,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296
15000000,"Comedy, Drama",586,en,13.58,"Baltimore Pictures, New Line Cinema, Tribeca Productions",1997-12-25,64256513,97,Released,"A comedy about truth, justice and other special effects.",Wag the Dog,6.7,270
0,Drama,15013,en,2.36,"Loma Nasha, Reeleyes Film, Scion Films, Wah Film Productions Ltd.",2005-08-17,0,120,Released,Every family has its own language,Wah-Wah,6.3,8
0,"Comedy, Music",16448,en,4.35,"All Night Productions, Castle Rock Entertainment, Pale Morning Dun, Sony Pictures Classics",1996-01-31,0,84,Released,There's a good reason some talent remains undiscovered.,Waiting for Guffman,7.3,63
3000000,Comedy,7553,en,10.23,"Eden Rock Media, L.I.F.T. Production",2005-10-07,18637690,94,Released,What happens in the kitchen ends up on the plate.,Waiting...,6.2,237
2000000,Comedy,10758,en,9.67,Night and Day Pictures,2007-05-25,22179430,108,Released,If only life were as easy as pie,Waitress,6.7,129
0,"Comedy, Romance",10162,en,5.74,"Canal+, Fox Searchlight Pictures, Tomboy Films",1998-09-15,0,91,Released,How far would you go to win a fortune!,Waking Ned,7.4,54
0,Documentary,29595,en,1.4,Brave New Films,2005-11-04,0,98,Released,,Wal-Mart: The High Cost of Low Price,6.9,24
35000000,"Comedy, Music",6575,en,10.74,"Apatow Productions, Columbia Pictures Corporation",2007-12-21,18317151,96,Released,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,6.6,212
28000000,"Drama, Music, Romance",69,en,35.58,"Catfish Productions, Fox 2000 Pictures, Konrad Pictures, Mars Media Beteiligungs, Tree Line Films",2005-09-13,186438883,136,Released,Love is a burning thing.,Walk the Line,7.3,718
56000000,"Action, Adventure, Drama, Thriller",11358,en,23.44,"Burke/Samples/Foster Productions, Cub Eight Productions, Hyde Park Entertainment, Mandeville Films, Metro-Goldwyn-Mayer (MGM), WWE Studios",2004-04-02,57223890,86,Released,One man will stand up for what's right.,Walking Tall,6.0,381
